# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: tr_depth, datatype: float64}
# - {name: tr_depth_errneg, datatype: float64}
# - {name: tr_depth_errpos, datatype: float64}
# - {name: ecl_depth, datatype: float64}
# - {name: ecl_depth_errneg, datatype: float64}
# - {name: ecl_depth_errpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width tr_depth tr_depth_errneg tr_depth_errpos ecl_depth ecl_depth_errneg ecl_depth_errpos
3.338 0.01200000000000001 0.021289853563270837 9.203676370934943e-05 8.477925289400445e-05 nan nan nan
3.3615000000000004 0.011500000000000066 0.021075872363782125 0.00012397555911356634 0.00011741663960145379 nan nan nan
3.3845 0.011499999999999844 0.02125730946109927 8.973964920311328e-05 8.442303297637177e-05 nan nan nan
3.408 0.01200000000000001 0.02110659599997407 8.600752303945108e-05 9.725038151671764e-05 nan nan nan
3.432 0.01200000000000001 0.021263265831189496 7.720063419702078e-05 8.227904960659768e-05 nan nan nan
3.4555 0.011500000000000066 0.021154329578173658 9.251261026186133e-05 8.726031334469614e-05 nan nan nan
3.4785000000000004 0.011500000000000066 0.021119856628852563 8.931182255192058e-05 9.493882297384806e-05 nan nan nan
3.502 0.011999999999999789 0.020980476734838067 9.683878647929675e-05 0.00010669047278098406 nan nan nan
3.526 0.01200000000000001 0.02119448998414967 9.043148078023353e-05 9.441100034934466e-05 nan nan nan
3.5725 0.011500000000000066 0.021298808264427708 9.888718541108815e-05 9.747071190609885e-05 nan nan nan
3.5965 0.011500000000000066 0.02118517331072444 9.920780952704308e-05 9.583823271753014e-05 nan nan nan
3.62 0.01200000000000001 0.021153450956701837 0.00010407022802196714 9.702282484368857e-05 nan nan nan
3.6435 0.011499999999999844 0.021294723590140785 9.829361878934198e-05 9.431537730304751e-05 nan nan nan
3.6665 0.011500000000000066 0.021273024064234067 9.851876132211182e-05 9.915905948018611e-05 nan nan nan
3.69 0.01200000000000001 0.02097912466972651 8.933740107907456e-05 8.522292557327019e-05 nan nan nan
3.714 0.01200000000000001 0.02104354359745667 0.00010056162122222545 9.733564978248524e-05 nan nan nan
3.7375 0.011500000000000066 0.021142566546221885 9.983270098581562e-05 0.00010957545083095308 nan nan nan
3.7605 0.011499999999999844 0.02106534867298645 0.00010784565654872388 0.00010826371905327953 nan nan nan
3.784 0.01200000000000001 0.02094727851289234 9.249043977091129e-05 9.219121018295279e-05 nan nan nan
3.808 0.01200000000000001 0.021198399742417464 0.000108425862972477 0.00010722629035609527 nan nan nan
3.8315 0.011500000000000066 0.020845226958149006 0.00011778892882892411 0.00011728393241171656 nan nan nan
3.8545 0.011500000000000066 0.020915145919367117 0.00011045619703477227 0.00011885897506720006 nan nan nan
3.8785 0.011500000000000066 0.021025960026992887 9.14658246035753e-05 9.97178261192104e-05 nan nan nan
3.902 0.01200000000000001 0.02090470365269587 0.00011841590930425361 0.00011374048160903497 nan nan nan
3.9255 0.011499999999999844 0.021091158667371206 0.00011588091102204823 0.00011450965410057454 nan nan nan
3.9485 0.011500000000000066 0.020998299235637816 0.00012158962484314431 0.00012193968782659576 nan nan nan
3.972 0.01200000000000001 0.021099480034741797 9.734327806270454e-05 0.00010260262164117281 nan nan nan
3.996 0.01200000000000001 0.021420756771361862 0.0001264919427916046 0.00012228057839905326 nan nan nan
4.0195 0.011499999999999844 0.02136887722931633 0.00010847346847522171 9.769975435662201e-05 nan nan nan
4.0425 0.011500000000000288 0.021458509338586656 0.00012178799764024986 0.00012122182620744049 nan nan nan
4.066000000000001 0.01200000000000001 0.02113558333524574 0.00013456080999664846 0.00011914872247203306 nan nan nan
4.09 0.01200000000000001 0.021062267672664326 0.00011086460052826472 0.00010861992796419237 nan nan nan
4.1135 0.011499999999999844 0.02093227724432289 0.0001345810918543626 0.0001223881209686424 nan nan nan
4.1365 0.011499999999999844 0.021074109439334306 0.00010668830151318656 0.00011295015491388435 nan nan nan
4.16 0.01200000000000001 0.02131964586744859 0.00013709295945603037 0.00013185682883511823 nan nan nan
4.183999999999999 0.01200000000000001 0.021233119959530256 0.00011222929765693918 0.00010984034172419055 nan nan nan
4.2075 0.011500000000000288 0.02191501840333034 0.0001340349695592817 0.00013320695812513855 nan nan nan
4.2305 0.011499999999999844 0.02190012248652967 0.000105187319758452 0.00010686468971395774 nan nan nan
4.254 0.01200000000000001 0.0223726429902223 0.00014304775353007892 0.00012973361295236588 nan nan nan
4.2780000000000005 0.01200000000000001 0.022463788098936233 0.00012308816370781503 0.00011638039454319946 nan nan nan
4.3015 0.011499999999999844 0.02242133163097306 0.0001357339354394367 0.0001384622448688394 nan nan nan
4.3245000000000005 0.011500000000000288 0.02242935771349504 0.00011722668966741845 0.00011773938462007749 nan nan nan
4.348000000000001 0.01200000000000001 0.022673444762212266 0.00014647140109692522 0.0001401970482038037 nan nan nan
4.372 0.01200000000000001 0.022522555256284552 0.00012723645963290398 0.0001245304083005369 nan nan nan
4.3955 0.011499999999999844 0.02262275584794829 0.00013488775014995277 0.00012936386646536166 nan nan nan
4.4185 0.011499999999999844 0.022661665782084305 0.00014824521478033412 0.00014495590416497423 nan nan nan
4.465999999999999 0.01200000000000001 0.021895937936295917 0.00013242102046969254 0.00012201171772831254 nan nan nan
4.4895 0.011500000000000288 0.022169747918706732 0.00015119484144924047 0.00014233157902781776 nan nan nan
4.5125 0.011499999999999844 0.021602085044198915 0.0001398007378691571 0.0001300425184054023 nan nan nan
4.536 0.01200000000000001 0.02170200494146667 0.00013119995409853133 0.00012528193063141013 nan nan nan
4.5600000000000005 0.01200000000000001 0.021752063097854674 0.00016418608906841256 0.000164271891315574 nan nan nan
4.583 0.01200000000000001 0.021656775471927237 0.00014604958659183986 0.0001371709049488995 nan nan nan
4.6065000000000005 0.011500000000000288 0.021627030402287254 0.00014812738536669132 0.00014110894611343155 nan nan nan
4.630000000000001 0.01200000000000001 0.021407360812256904 0.00012886891974215123 0.00014496624047025466 nan nan nan
4.654 0.01200000000000001 0.021565230913397435 0.00017099869638514606 0.000167626516118409 nan nan nan
4.6775 0.011499999999999844 0.021423134896504117 0.0001438661704251283 0.0001446030438783455 nan nan nan
4.7005 0.011499999999999844 0.02153887055489194 0.00014626050495770981 0.0001445581849911226 nan nan nan
4.747999999999999 0.01200000000000001 0.021399049414894084 0.0001560748825432147 0.0001437786806448363 nan nan nan
4.7715 0.011500000000000288 0.021919865456987195 0.00017755840406779438 0.00018102751936789618 nan nan nan
4.7945 0.011499999999999844 0.021488352897691146 0.0001408697608238675 0.00013882005175567744 nan nan nan
4.818 0.01200000000000001 0.021334986650909524 0.00015181777074347452 0.00015176635399306512 nan nan nan
4.8420000000000005 0.01200000000000001 0.02152863927599094 0.00015263160334656745 0.00014924056148876708 nan nan nan
4.865 0.01200000000000001 0.021344716904680636 0.00015014596222868992 0.00016393439756466968 nan nan nan
4.8885000000000005 0.011500000000000288 0.02111391873191007 0.00016262701137792837 0.00015822582995025578 nan nan nan
4.912000000000001 0.01200000000000001 0.021114572465485502 0.00016342091406556375 0.0001613965557215255 nan nan nan
4.936 0.01200000000000001 0.021607445566289976 0.00015777018855536382 0.00016222341015106195 nan nan nan
4.9595 0.011499999999999844 0.021786936241747087 0.00015516091936554344 0.00016302150398779872 nan nan nan
4.9825 0.011499999999999844 0.020958792783803144 0.00015081373127905084 0.00015431109223213932 nan nan nan
5.006 0.01200000000000001 0.021413632369568596 0.00016783099735814475 0.00015144786660828413 nan nan nan
5.029999999999999 0.01200000000000001 0.021049462827288545 0.00017269975367062776 0.00016395098510709957 nan nan nan
5.0765 0.011499999999999844 0.02153320053809051 0.00017852527141938232 0.00017292941011557567 nan nan nan
5.1 0.01200000000000001 0.021242814618473334 0.00018132157546451796 0.0001848371724052604 nan nan nan
5.1240000000000006 0.01200000000000001 0.0213579845883895 0.00017008238049186566 0.00017177158796915018 nan nan nan
5.147 0.01200000000000001 0.0216372675248528 0.00017635569877306675 0.00018004405942699184 nan nan nan
5.1705000000000005 0.011500000000000288 0.02113948687415698 0.00018989063194618447 0.00018972913496763388 nan nan nan
5.194000000000001 0.01200000000000001 0.021083539888861413 0.0001953555548530432 0.00016784415773657413 nan nan nan
5.218 0.01200000000000001 0.021409901961008258 0.00016201877485416682 0.00016174243451573186 nan nan nan
5.2415 0.011499999999999844 0.0218308189702869 0.0001810462063582749 0.00019511175190465788 nan nan nan
5.2645 0.011499999999999844 0.02138013351229999 0.00019077569539383346 0.0001915566762783691 nan nan nan
5.288 0.01200000000000001 0.021185200038170874 0.00017459281767666715 0.00018863683827885502 nan nan nan
